nombre,precio,capacidad,tipo,frecuencia,formato,voltaje,link,imagen
Corsair Vengeance LPX CMK8GX4M1A2400C14 (1 x 8GB | DIMM DDR4-2400),96990,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/26841-corsair-vengeance-lpx-cmk8gx4m1a2400c14-1-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/7d/14/7d14bd53b28b6115b5162ee99864371d.png
Corsair Vengeance RGB Pro CMW16GX4M2C3200C16 (2 x 8GB | DIMM DDR4-3200),97280,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/61741-corsair-vengeance-rgb-pro-cmw16gx4m2c3200c16-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/5a/59/5a59f206ed143b367428ca9a3ad22f28.png
Genérica MAC (2 x 8GB | SO-DIMM DDR4-2666),98900,2 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/60633-generica-mac-2-x-8gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/bb/fc/bbfc83150d9876a7ac8ef895f4410037.png
G.Skill Flare X F4-3200C16D-16GFX (2 x 8GB | DIMM DDR4-3200),99990,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/57253-gskill-flare-x-f4-3200c16d-16gfx-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/bb/fc/bbfc83150d9876a7ac8ef895f4410037.png
Corsair Vengeance LPX CMK16GX4M2B3000C15 (2 x 8GB | DIMM DDR4-3000),99990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/26537-corsair-vengeance-lpx-cmk16gx4m2b3000c15-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/ff/1c/ff1c1c7040bfff93b6edde09c8031280.png
Kingston HyperX Fury RGB HX434C16FB3A/16 (1 x 16GB | DIMM DDR4-3466),99990,1 x 16GB,DDR4,3466 MHz,DIMM,1.35 V,https://www.solotodo.com/products/67118-kingston-hyperx-fury-rgb-hx434c16fb3a16-1-x-16gb-dimm-ddr4-3466,https://s3.amazonaws.com/solotodo-core/media/cache/f5/a7/f5a7a263fa5a0b5e645ccb5d7dbedd1c.png
Kingston HyperX Fury RGB HX430C15FB3A/16 (1 x 16GB | DIMM DDR4-3000),99990,1 x 16GB,DDR4,3000 MHz,DIMM,1.20 V,https://www.solotodo.com/products/71691-kingston-hyperx-fury-rgb-hx430c15fb3a16-1-x-16gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/b8/0f/b80f6f560460d8490329ad4833661c2d.png
GeIL EVO X II GAEXSY416GB3000C16ADC (2 x 8GB | DIMM DDR4-3000),99990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/75669-geil-evo-x-ii-gaexsy416gb3000c16adc-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/d9/50/d9501096d1ab4662da046a73c15f8bf4.png
Genérica MAC Pro (2 x 16GB | DIMM DDR3-1866 ECC),100570,2 x 16GB,DDR3,1866 MHz,DIMM,1.50 V,https://www.solotodo.com/products/62029-generica-mac-pro-2-x-16gb-dimm-ddr3-1866-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/9b/e8/9be8ae013fb2889c0463a2bb8788fba9.png
Crucial Ballistix Tactical Tracer BLT2K8G4D30BET4K (2 x 8GB | DIMM DDR4-3000),101990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/51006-crucial-ballistix-tactical-tracer-blt2k8g4d30bet4k-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/43/b9/43b9a8c41d3726755ba74266dd5934c0.png
Kingston HyperX Fury Black HX432C16FB3K2/16 (2 x 8GB | DIMM DDR4-3200),103500,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/73043-kingston-hyperx-fury-black-hx432c16fb3k216-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/b8/0f/b80f6f560460d8490329ad4833661c2d.png
Crucial Ballistix Tactical Tracer BLT16G4D26BFT4 (1 x 16GB | DIMM DDR4-2666),103900,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/44829-crucial-ballistix-tactical-tracer-blt16g4d26bft4-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/62/47/6247f2f43c319e492c02de8238e76530.png
Genérica MAC (2 x 8GB | SO-DIMM DDR3-1866),109000,2 x 8GB,DDR3,1866 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/60636-generica-mac-2-x-8gb-so-dimm-ddr3-1866,https://solotodo-core.s3.amazonaws.com/media/cache/18/e7/18e7b58a4de66d25ce3b19d17ca25dae.png
Kingston HyperX Predator HX432C16PB3AK2/16 (2 x 8GB | DIMM DDR4-3200),109900,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/65124-kingston-hyperx-predator-hx432c16pb3ak216-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/f2/30/f230c3bb4f63535a46508502dc3dc907.png
Kingston HyperX Fury Black HX430C15FB3AK2/16 (2 x 8GB | DIMM DDR4-3000),111990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/73545-kingston-hyperx-fury-black-hx430c15fb3ak216-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/79/ca/79cacd9a8a5ea2559cc520fe8a15b8fe.png
HP 862974-B21 (1 x 8GB | DIMM DDR4-2400),114990,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/42199-hp-862974-b21-1-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/b1/44/b1443b2367e9bb1d31164199d8fb61fb.png
Kingston HyperX Predator HX430C15PB3AK2/16 (2 x 8GB | DIMM DDR4-3000),119990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/65217-kingston-hyperx-predator-hx430c15pb3ak216-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/7d/14/7d14bd53b28b6115b5162ee99864371d.png
Corsair CMSO16GX4M1A2133C15 (1 x 16GB | SO-DIMM DDR4-2133),121591,1 x 16GB,DDR4,2133 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/39893-corsair-cmso16gx4m1a2133c15-1-x-16gb-so-dimm-ddr4-2133,https://s3.amazonaws.com/solotodo-core/media/cache/ee/82/ee824ac90459de83390f54fd1e28227c.png
G.Skill Sniper X F4-2666C19D-16GSXW (2 x 8GB | DIMM DDR4-2666),124900,2 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/56896-gskill-sniper-x-f4-2666c19d-16gsxw-2-x-8gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/eb/ec/ebec0e9e26e84012b569f5af8c065e7b.png
G.Skill TridentZ RGB F4-3200C16D-16GTZR (2 x 8GB | DIMM DDR4-3200),129900,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/42109-gskill-tridentz-rgb-f4-3200c16d-16gtzr-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/09/de/09debd0e44517c9e3f9ecb27068a760c.png
Gigabyte AORUS RGB GP-AR32C16S8K2HU416R (2 x 8GB | DIMM DDR4-3200),129900,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/61161-gigabyte-aorus-rgb-gp-ar32c16s8k2hu416r-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/ee/82/ee824ac90459de83390f54fd1e28227c.png
HP 879505-B21 (1 x 8GB | DIMM DDR4-2666),131936,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/62851-hp-879505-b21-1-x-8gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/9c/db/9cdbb52a8cb402d41acdb0782947d077.png
Lenovo TruDDR4 4ZC7A08696 (1 x 8GB | DIMM DDR4-2666 ECC),132990,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/58373-lenovo-truddr4-4zc7a08696-1-x-8gb-dimm-ddr4-2666-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/7d/26/7d26c1bac2057067869c1956adaec642.png
G.Skill TridentZ Royal F4-3000C16D-16GTRG (2 x 8GB | DIMM DDR4-3000),134900,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/54476-gskill-tridentz-royal-f4-3000c16d-16gtrg-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/ea/b3/eab3d31ac89684800e20801b39589699.png
G.Skill TridentZ Royal F4-3000C16D-16GTRS (2 x 8GB | DIMM DDR4-3000),134990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/54486-gskill-tridentz-royal-f4-3000c16d-16gtrs-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/20/fa/20fa43ca003528861a2629ef4315725b.png
HP 3PL81AA (1 x 8GB | SO-DIMM DDR4-2666),135538,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/64822-hp-3pl81aa-1-x-8gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/4d/b9/4db9d73b3b913408293108c15abdd854.png
Corsair Vengeance RGB Pro CMW16GX4M2A3600C18W (2 x 8GB | DIMM DDR4-3600),134900,2 x 8GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/69483-corsair-vengeance-rgb-pro-cmw16gx4m2a3600c18w-2-x-8gb-dimm-ddr4-3600,https://solotodo-core.s3.amazonaws.com/media/cache/96/31/96314c60bb17526708e9578680974527.png
Team T-Force Night Hawk RGB TF1D416G3000HC16CD01 (2 x 8GB | DIMM DDR4-3000),139900,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/54577-team-t-force-night-hawk-rgb-tf1d416g3000hc16cd01-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/20/59/20593499fc6472daf4ff9d8199c6992e.png
G.Skill TridentZ RGB F4-3600C19D-16GTZRB (2 x 8GB | DIMM DDR4-3600),139900,2 x 8GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/54114-gskill-tridentz-rgb-f4-3600c19d-16gtzrb-2-x-8gb-dimm-ddr4-3600,https://s3.amazonaws.com/solotodo-core/media/cache/ae/e4/aee4bba0d34995c59e89f9198ad9fe84.png
Genérica MAC (2 x 8GB | SO-DIMM DDR3-1333),142437,2 x 8GB,DDR3,1333 MHz,SO-DIMM,1.35 V,https://www.solotodo.com/products/62230-generica-mac-2-x-8gb-so-dimm-ddr3-1333,https://solotodo-core.s3.amazonaws.com/media/cache/00/c8/00c828200a49d8841586ce4380418e90.png
Crucial Ballistix Tactical Tracer BLT2K8G4D26BFT4K (2 x 8GB | DIMM DDR4-2666),139900,2 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/51005-crucial-ballistix-tactical-tracer-blt2k8g4d26bft4k-2-x-8gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/3b/cb/3bcb710f8d6eaf7252e3d6ad29a68342.png
A-Tech KIT-16GB-DDR3-1866MHz-SODIMM-ATECH (2 x 8GB | SO-DIMM DDR3-1866),144480,2 x 8GB,DDR3,1866 MHz,SO-DIMM,1.35 V,https://www.solotodo.com/products/62358-a-tech-kit-16gb-ddr3-1866mhz-sodimm-atech-2-x-8gb-so-dimm-ddr3-1866,https://s3.amazonaws.com/solotodo-core/media/cache/7a/cc/7accbb1003a86f3eeba3c9e079d949ed.png
Dell A9652462 (1 x 8GB | DIMM DDR4-2400 ECC),144990,1 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/53964-dell-a9652462-1-x-8gb-dimm-ddr4-2400-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/92/78/92783affafc01c32b1986c3a6ee491ac.png
A-DATA XPG Spectrix D60G AX4U3000316G16A-DT60 (2 x 8GB | DIMM DDR4-3000),145990,2 x 8GB,DDR4,3000 MHz,DIMM,1.35 V,https://www.solotodo.com/products/76600-a-data-xpg-spectrix-d60g-ax4u3000316g16a-dt60-2-x-8gb-dimm-ddr4-3000,https://s3.amazonaws.com/solotodo-core/media/cache/8d/a5/8da5d4c0c3305c6f228495dd4a201903.png
Crucial MAC (2 x 16GB | SO-DIMM DDR4-2400),149000,2 x 16GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/63398-crucial-mac-2-x-16gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/ea/b3/eab3d31ac89684800e20801b39589699.png
Genérica MAC (2 x 8GB | SO-DIMM DDR3-1066),155680,2 x 8GB,DDR3,1066 MHz,SO-DIMM,1.50 V,https://www.solotodo.com/products/62231-generica-mac-2-x-8gb-so-dimm-ddr3-1066,https://s3.amazonaws.com/solotodo-core/media/cache/65/63/65635a38ae2917d5b057173707695ce5.png
G.Skill TridentZ RGB F4-2933C14D-16GTZRX (2 x 8GB | DIMM DDR4-2933),156990,2 x 8GB,DDR4,2933 MHz,DIMM,1.35 V,https://www.solotodo.com/products/56897-gskill-tridentz-rgb-f4-2933c14d-16gtzrx-2-x-8gb-dimm-ddr4-2933,https://solotodo-core.s3.amazonaws.com/media/cache/18/e7/18e7b58a4de66d25ce3b19d17ca25dae.png
HP 4VN06AA (1 x 8GB | SO-DIMM DDR4-2666),158490,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/59668-hp-4vn06aa-1-x-8gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/41/06/41063331ffa8e8d64aa60eb15f087b9b.png
Team T-Force Dark Za TDZAD432G3600HC18JDC01 (2 x 16GB | DIMM DDR4-3600),164236,2 x 16GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/75912-team-t-force-dark-za-tdzad432g3600hc18jdc01-2-x-16gb-dimm-ddr4-3600,https://s3.amazonaws.com/solotodo-core/media/cache/dc/67/dc6739a5c1d292278f132d0a56bc0013.png
G.Skill TridentZ RGB F4-2933C16D-16GTZRX (2 x 8GB | DIMM DDR4-2933),164990,2 x 8GB,DDR4,2933 MHz,DIMM,1.35 V,https://www.solotodo.com/products/56898-gskill-tridentz-rgb-f4-2933c16d-16gtzrx-2-x-8gb-dimm-ddr4-2933,https://s3.amazonaws.com/solotodo-core/media/cache/db/5e/db5ede10239a7cb3fe09a3adca050715.png
Crucial CT2K16G4SFD8266 (2 x 16GB | SO-DIMM DDR4-2666),166880,2 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/65917-crucial-ct2k16g4sfd8266-2-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/cf/ea/cfea2cd40a913c01095f6a98d7881c53.png
Gigabyte AORUS RGB GP-AR32C16S8K2HU416RD (2 x 8GB | DIMM DDR4-3200),169900,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/65496-gigabyte-aorus-rgb-gp-ar32c16s8k2hu416rd-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/5f/d7/5fd761a4ca198cf42167ad7c37a91e81.png
Dell AA358200 (1 x 8GB | DIMM DDR4-2666 ECC),169990,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/60888-dell-aa358200-1-x-8gb-dimm-ddr4-2666-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/18/ab/18ab5600e085cbe756e4daa6cbb05a06.png
HP 879507-B21 (1 x 16GB | DIMM DDR4-2666),173280,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/62852-hp-879507-b21-1-x-16gb-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/ea/b3/eab3d31ac89684800e20801b39589699.png
Genérica MAC (2 x 16GB | SO-DIMM DDR4-2666),177000,2 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/66230-generica-mac-2-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/46/52/465234569b20fc1f425497a9c474080e.png
HP 815097-B21 (1 x 8GB | DIMM DDR4-2666 ECC Full buffer),185833,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/64586-hp-815097-b21-1-x-8gb-dimm-ddr4-2666-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/5b/81/5b81d8f9533de8181d52031085c6d5c9.png
HP 838079-B21 (1 x 8GB | DIMM DDR4-2666 Full buffer),186656,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/52510-hp-838079-b21-1-x-8gb-dimm-ddr4-2666-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/ea/b3/eab3d31ac89684800e20801b39589699.png
HP 1XD84AA (1 x 8GB | SO-DIMM DDR4-2666 ECC Full buffer),207270,1 x 8GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/42841-hp-1xd84aa-1-x-8gb-so-dimm-ddr4-2666-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/1a/af/1aaf3594c65452b65e87ad51e0e222d5.png
HP 4VN07AA (1 x 16GB | SO-DIMM DDR4-2666),215990,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/70050-hp-4vn07aa-1-x-16gb-so-dimm-ddr4-2666,https://s3.amazonaws.com/solotodo-core/media/cache/1d/95/1d95ce2f7258a3c945554d018cede2c7.png
HP 876181-B21 (1 x 8GB | DIMM DDR4-2666 Full buffer),227392,1 x 8GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/50384-hp-876181-b21-1-x-8gb-dimm-ddr4-2666-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/7d/26/7d26c1bac2057067869c1956adaec642.png
G.Skill TridentZ Royal F4-3200C14D-16GTRS (2 x 8GB | DIMM DDR4-3200),244900,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/54484-gskill-tridentz-royal-f4-3200c14d-16gtrs-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/e9/35/e9351473008ade64fa95d686be498ea6.png
Crucial CT2K8G3W186DM (2 x 8GB | DIMM DDR3-1866 ECC),248990,2 x 8GB,DDR3,1866 MHz,DIMM,1.50 V,https://www.solotodo.com/products/48223-crucial-ct2k8g3w186dm-2-x-8gb-dimm-ddr3-1866-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/c0/7a/c07ae4839df303a791b90dec66b2a022.png
Dell A9755661 (1 x 16GB | DIMM DDR4-2400 ECC),254990,1 x 16GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/68869-dell-a9755661-1-x-16gb-dimm-ddr4-2400-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/be/2f/be2fbc5c1ff8b539007d2627c72e2786.png
G.Skill TridentZ Royal F4-3600C18D-16GTRS (2 x 8GB | DIMM DDR4-3600),259900,2 x 8GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/54483-gskill-tridentz-royal-f4-3600c18d-16gtrs-2-x-8gb-dimm-ddr4-3600,https://s3.amazonaws.com/solotodo-core/media/cache/7c/0c/7c0c5facf6cc78169cc0f354c0a53457.png
HP Z4Y86AA (1 x 16GB | SO-DIMM DDR4-2400),259990,1 x 16GB,DDR4,2400 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/46655-hp-z4y86aa-1-x-16gb-so-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/64/73/6473aa3a7ac209b37ee18057ad8de4d2.png
G.Skill TridentZ Royal F4-3200C14D-16GTRG (2 x 8GB | DIMM DDR4-3200),267900,2 x 8GB,DDR4,3200 MHz,DIMM,1.35 V,https://www.solotodo.com/products/54478-gskill-tridentz-royal-f4-3200c14d-16gtrg-2-x-8gb-dimm-ddr4-3200,https://s3.amazonaws.com/solotodo-core/media/cache/24/2d/242d7436dede261aadcf4b35d4a92983.png
G.Skill TridentZ Royal F4-3600C19D-32GTRS (2 x 16GB | DIMM DDR4-3600),273486,2 x 16GB,DDR4,3600 MHz,DIMM,1.35 V,https://www.solotodo.com/products/71700-gskill-tridentz-royal-f4-3600c19d-32gtrs-2-x-16gb-dimm-ddr4-3600,https://s3.amazonaws.com/solotodo-core/media/cache/b8/8e/b88e30ac141b0cc16a75696e4c95d1f4.png
HP 838089-B21 (1 x 16GB | DIMM DDR4-2666 ECC Full buffer),279456,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/64294-hp-838089-b21-1-x-16gb-dimm-ddr4-2666-ecc-full-buffer,https://solotodo-core.s3.amazonaws.com/media/cache/d3/b0/d3b0cd28224d980ccc40180af4a437e5.png
Dell AA358195 (1 x 16GB | DIMM DDR4-2666 ECC),284990,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/62853-dell-aa358195-1-x-16gb-dimm-ddr4-2666-ecc,https://s3.amazonaws.com/solotodo-core/media/cache/de/3d/de3d79364f296dc901ef0d9c1025a420.png
HP 815098-B21 (1 x 16GB | DIMM DDR4-2666 ECC Full buffer),295488,1 x 16GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/41222-hp-815098-b21-1-x-16gb-dimm-ddr4-2666-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/be/fe/befefc2787015d8a92e1d9da175cd5da.png
HP P00922-B21 (1 x 16GB | DIMM DDR4-2933 Full buffer),296704,1 x 16GB,DDR4,2933 MHz,DIMM,1.20 V,https://www.solotodo.com/products/75032-hp-p00922-b21-1-x-16gb-dimm-ddr4-2933-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/9d/3c/9d3cbafaae9b68abb7c7ea3b7d632017.png
Dell AA175865 (1 x 16GB | DIMM DDR4-2666 Full buffer),312186,1 x 16GB,DDR4,2666 MHz,DIMM,1.50 V,https://www.solotodo.com/products/49746-dell-aa175865-1-x-16gb-dimm-ddr4-2666-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/0d/35/0d354e2a0680827919c221c69e9d1eb0.png
HP 1XD85AA (1 x 16GB | SO-DIMM DDR4-2666 ECC Full buffer),408510,1 x 16GB,DDR4,2666 MHz,SO-DIMM,1.20 V,https://www.solotodo.com/products/47381-hp-1xd85aa-1-x-16gb-so-dimm-ddr4-2666-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/71/5a/715a7fcdcbce89fce674e5f34f1bf49d.png
Dell AA601617 (1 x 16GB | DIMM DDR4-2933 ECC Full buffer),426500,1 x 16GB,DDR4,2933 MHz,DIMM,1.20 V,https://www.solotodo.com/products/73275-dell-aa601617-1-x-16gb-dimm-ddr4-2933-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/20/59/20593499fc6472daf4ff9d8199c6992e.png
HP 862976-B21 (2 x 8GB | DIMM DDR4-2400),451136,2 x 8GB,DDR4,2400 MHz,DIMM,1.20 V,https://www.solotodo.com/products/43836-hp-862976-b21-2-x-8gb-dimm-ddr4-2400,https://s3.amazonaws.com/solotodo-core/media/cache/a6/7b/a67b0a7a387c1fc5c7f6fda29c40d012.png
HP 815100-B21 (1 x 32GB | DIMM DDR4-2666 ECC Full buffer),613472,1 x 32GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/41221-hp-815100-b21-1-x-32gb-dimm-ddr4-2666-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/57/b9/57b95c474937f2c64558abe1c92cfdd9.png
Dell A9810563 (1 x 32GB | DIMM DDR4-2666 ECC Full buffer),749056,1 x 32GB,DDR4,2666 MHz,DIMM,1.20 V,https://www.solotodo.com/products/63506-dell-a9810563-1-x-32gb-dimm-ddr4-2666-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/58/29/58296c67abed4487c9cbc76eba37b4f3.png
Dell AA601616 (1 x 32GB | DIMM DDR4-2933 ECC Full buffer),823500,1 x 32GB,DDR4,2933 MHz,DIMM,1.20 V,https://www.solotodo.com/products/73557-dell-aa601616-1-x-32gb-dimm-ddr4-2933-ecc-full-buffer,https://s3.amazonaws.com/solotodo-core/media/cache/27/79/2779061b3702ff18f384c73d7c578615.png
